"Week","None","D0","D1","D2","D3","D4","DSCI"
"2005-10-04","52.08","22.88","18.21","6.01","0.82","0.00","81"
"2005-09-27","54.15","22.12","16.54","6.44","0.75","0.00","78"
"2005-09-20","51.93","22.03","16.99","8.05","0.99","0.00","84"
"2005-09-13","52.16","23.34","14.63","8.48","1.39","0.00","84"
"2005-09-06","55.75","22.07","12.67","8.36","1.14","0.00","77"
"2005-08-30","58.03","20.04","13.43","7.67","0.84","0.00","73"
"2005-08-23","56.95","19.59","14.41","8.21","0.84","0.00","76"
"2005-08-16","53.50","21.13","15.59","8.79","0.99","0.00","83"
"2005-08-09","48.02","24.24","16.48","9.44","1.83","0.00","93"
"2005-08-02","47.68","23.03","16.99","10.46","1.84","0.00","96"
"2005-07-26","48.49","22.69","16.78","10.10","1.94","0.00","94"
"2005-07-19","51.91","19.73","16.50","10.36","1.50","0.00","90"
"2005-07-12","54.71","18.84","15.96","9.11","1.38","0.00","84"
"2005-07-05","54.08","18.98","15.51","9.79","1.64","0.00","86"
"2005-06-28","52.82","21.97","15.48","9.02","0.71","0.00","83"
"2005-06-21","59.48","17.56","15.37","7.59","0.00","0.00","71"
"2005-06-14","59.78","16.15","16.39","7.17","0.51","0.00","72"
"2005-06-07","55.24","17.89","18.03","7.77","1.08","0.00","82"
"2005-05-31","54.95","21.34","13.14","8.67","1.89","0.00","81"
"2005-05-24","55.47","22.27","11.58","8.78","1.89","0.00","79"
"2005-05-17","59.88","18.79","10.91","8.54","1.89","0.00","74"
"2005-05-10","52.61","24.88","9.27","9.96","3.29","0.00","86"
"2005-05-03","55.75","22.46","8.60","8.55","3.97","0.67","85"
"2005-04-26","64.33","13.53","8.84","8.55","3.90","0.85","77"
"2005-04-19","64.28","13.56","8.17","8.22","4.24","1.53","79"
"2005-04-12","67.21","9.36","8.00","9.93","4.02","1.49","79"
"2005-04-05","63.39","11.44","8.81","10.67","4.24","1.45","85"
"2005-03-29","62.59","11.49","9.39","10.70","4.32","1.51","87"
"2005-03-22","60.11","13.07","9.24","10.89","5.12","1.57","93"
"2005-03-15","59.69","13.49","9.24","10.89","5.12","1.57","93"
"2005-03-08","59.94","13.30","9.97","11.23","4.22","1.33","90"
"2005-03-01","61.65","11.65","10.44","10.75","4.19","1.32","88"
"2005-02-22","60.35","12.48","11.77","9.56","4.80","1.04","89"
"2005-02-15","60.80","11.96","13.05","8.43","4.73","1.04","87"
"2005-02-08","61.25","10.82","13.83","8.47","4.59","1.04","87"
"2005-02-01","60.90","10.65","14.21","9.36","4.15","0.72","87"
"2005-01-25","60.83","14.52","11.13","8.51","4.29","0.72","83"
"2005-01-18","60.99","14.75","10.87","8.59","4.08","0.72","82"
"2005-01-11","60.09","15.55","10.72","8.78","4.10","0.75","83"
"2005-01-04","63.02","11.34","10.25","9.48","5.14","0.77","85"
"2004-12-28","61.24","11.66","10.59","9.98","5.61","0.92","90"
"2004-12-21","62.66","10.21","10.55","10.19","5.47","0.92","88"
"2004-12-14","64.29","8.83","10.79","9.83","5.36","0.90","86"
"2004-12-07","63.43","9.55","10.53","10.00","5.56","0.93","88"
"2004-11-30","62.82","10.19","10.27","10.23","5.56","0.93","88"
"2004-11-23","60.06","11.50","10.75","9.80","6.96","0.93","95"
"2004-11-16","60.23","11.19","10.83","9.75","7.07","0.93","95"
"2004-11-09","60.90","10.54","10.46","10.03","7.12","0.93","95"
"2004-11-02","60.72","10.69","9.45","10.80","7.41","0.93","96"
"2004-10-26","58.84","11.38","10.54","10.91","7.40","0.93","99"
"2004-10-19","57.79","11.45","10.07","11.07","8.65","0.97","104"
"2004-10-12","55.44","12.96","10.33","11.63","8.65","1.00","108"
"2004-10-05","51.58","16.17","10.67","12.18","8.48","0.93","113"
"2004-09-28","56.52","12.97","8.69","12.13","8.76","0.93","106"
"2004-09-21","58.79","10.59","8.63","12.29","8.77","0.93","104"
"2004-09-14","59.55","9.49","8.78","11.91","9.30","0.96","105"
"2004-09-07","61.36","7.67","8.52","11.75","9.52","1.18","104"
"2004-08-31","59.78","9.04","8.43","11.20","10.33","1.21","107"
"2004-08-24","58.35","9.77","8.82","11.42","10.40","1.23","109"
"2004-08-17","56.21","10.94","9.21","11.65","10.73","1.26","114"
"2004-08-10","54.03","13.02","9.13","12.47","10.09","1.26","115"
"2004-08-03","53.81","13.16","8.99","13.10","9.56","1.38","116"
"2004-07-27","55.17","12.18","8.96","12.96","9.35","1.38","113"
"2004-07-20","52.47","14.07","9.29","13.55","9.19","1.43","117"
"2004-07-13","53.65","12.89","9.27","13.57","9.42","1.20","116"
"2004-07-06","54.46","11.80","10.30","12.88","9.37","1.20","115"
"2004-06-29","54.25","12.00","10.21","12.50","9.82","1.22","115"
"2004-06-22","53.25","10.67","11.79","13.12","9.95","1.22","120"
"2004-06-15","50.44","11.98","12.13","12.90","11.27","1.28","126"
"2004-06-08","47.21","14.23","12.73","13.16","12.08","0.58","130"
"2004-06-01","44.30","16.36","13.60","12.94","12.00","0.81","134"
"2004-05-25","42.32","17.75","14.05","12.97","12.11","0.81","137"
"2004-05-18","46.40","16.28","11.88","13.30","11.04","1.11","130"
"2004-05-11","45.16","15.72","12.15","14.62","11.26","1.09","134"
"2004-05-04","45.83","14.48","12.98","14.69","10.95","1.08","134"
"2004-04-27","44.30","16.85","12.92","15.36","9.73","0.83","132"
"2004-04-20","42.04","19.66","12.31","15.10","10.06","0.83","134"
"2004-04-13","44.45","19.13","11.20","14.87","9.54","0.81","128"
"2004-04-06","45.79","18.19","10.70","15.01","9.66","0.64","126"
"2004-03-30","46.49","16.15","10.22","14.06","11.15","1.93","133"
"2004-03-23","47.38","14.25","11.19","14.53","10.71","1.93","133"
"2004-03-16","51.17","11.11","10.64","14.73","10.41","1.93","128"
"2004-03-09","50.61","10.91","10.96","15.06","10.52","1.93","130"
"2004-03-02","48.59","12.22","10.92","15.73","10.45","2.08","133"
"2004-02-24","47.71","11.32","10.22","16.04","11.88","2.83","142"
"2004-02-17","46.59","12.13","10.54","16.32","11.61","2.83","143"
"2004-02-10","46.55","12.32","10.45","16.18","11.67","2.83","143"
"2004-02-03","45.58","12.55","11.04","15.87","12.00","2.97","145"
"2004-01-27","45.58","11.87","11.59","15.42","12.54","3.01","147"
"2004-01-20","44.90","11.26","12.57","15.68","12.70","2.89","149"
"2004-01-13","42.43","13.17","12.66","15.81","12.77","3.15","153"
"2004-01-06","42.23","11.80","13.43","16.30","12.53","3.71","156"
"2003-12-30","43.82","10.37","12.02","17.80","12.59","3.40","155"
"2003-12-23","42.53","9.93","13.64","16.26","13.92","3.72","160"
"2003-12-16","43.41","9.05","13.58","16.39","14.19","3.37","159"
"2003-12-09","41.41","10.70","14.14","16.57","13.88","3.30","161"
"2003-12-02","42.03","10.21","14.18","16.30","13.92","3.35","160"
"2003-11-25","41.22","10.85","14.38","15.90","14.35","3.29","161"
"2003-11-18","39.85","11.74","14.72","15.98","14.53","3.18","163"
"2003-11-11","38.40","12.75","14.75","15.65","15.11","3.34","166"
"2003-11-04","38.41","13.69","14.02","15.52","15.75","2.61","164"
"2003-10-28","37.13","14.14","13.67","16.79","15.74","2.54","168"
"2003-10-21","38.89","14.49","12.06","17.28","15.24","2.04","162"
"2003-10-14","40.06","13.43","12.38","16.60","15.48","2.04","160"
"2003-10-07","41.01","10.65","14.74","16.86","14.68","2.07","160"
"2003-09-30","38.57","13.06","15.26","16.24","14.78","2.09","162"
"2003-09-23","37.14","12.59","16.46","16.95","14.79","2.07","166"
"2003-09-16","37.61","12.13","15.82","17.26","14.99","2.19","166"
"2003-09-09","35.34","10.38","16.60","19.61","15.85","2.21","177"
"2003-09-02","35.76","11.84","18.02","17.28","15.18","1.93","170"
"2003-08-26","32.99","12.21","17.59","18.34","16.67","2.20","180"
"2003-08-19","35.23","15.26","15.41","16.73","15.26","2.12","168"
"2003-08-12","41.14","10.00","16.38","17.13","13.40","1.95","158"
"2003-08-05","42.78","9.17","17.98","15.15","12.95","1.98","152"
"2003-07-29","44.96","7.95","18.20","13.79","12.96","2.15","148"
"2003-07-22","46.13","15.53","12.30","11.20","13.18","1.66","135"
"2003-07-15","46.28","21.84","8.13","11.24","11.70","0.81","123"
"2003-07-08","53.26","17.20","7.29","10.79","10.65","0.81","111"
"2003-07-01","51.80","17.53","8.95","10.89","10.07","0.76","112"
"2003-06-24","48.67","16.38","12.88","11.37","9.83","0.88","120"
"2003-06-17","48.62","15.98","13.40","11.08","9.92","1.00","121"
"2003-06-10","46.64","14.15","15.36","13.62","9.22","1.02","128"
"2003-06-03","45.48","12.63","17.34","14.41","9.52","0.61","132"
"2003-05-27","46.91","11.11","17.40","14.34","9.64","0.60","130"
"2003-05-20","45.97","11.36","17.18","15.34","9.55","0.60","133"
"2003-05-13","43.78","14.31","20.68","10.85","9.76","0.62","130"
"2003-05-06","38.67","18.53","19.35","12.57","10.61","0.26","139"
"2003-04-29","34.63","21.69","15.39","15.26","12.77","0.26","151"
"2003-04-22","40.80","16.36","15.63","12.86","14.09","0.26","144"
"2003-04-15","38.79","17.87","16.09","12.77","14.25","0.23","147"
"2003-04-08","41.99","15.19","15.64","12.40","14.52","0.26","143"
"2003-04-01","41.11","14.34","15.28","13.67","15.01","0.58","149"
"2003-03-25","40.82","11.25","17.11","13.71","15.89","1.22","156"
"2003-03-18","39.33","12.20","16.79","12.50","17.50","1.69","162"
"2003-03-11","36.71","18.55","12.38","13.05","17.62","1.69","161"
"2003-03-04","38.82","16.43","12.22","12.63","17.91","2.00","160"
"2003-02-25","39.15","17.42","10.95","12.56","17.85","2.08","159"
"2003-02-18","38.14","17.60","12.34","11.81","18.03","2.09","160"
"2003-02-11","36.52","18.21","12.47","12.15","18.34","2.32","165"
"2003-02-04","37.95","17.72","12.31","11.48","18.29","2.25","161"
"2003-01-28","38.89","16.70","11.51","12.04","18.36","2.50","162"
"2003-01-21","40.00","15.72","11.56","12.19","18.18","2.36","160"
"2003-01-14","42.22","13.78","11.83","13.82","15.79","2.58","155"
"2003-01-07","42.38","15.05","11.35","14.91","14.61","1.69","149"
"2002-12-31","44.95","13.80","10.92","16.07","12.98","1.28","142"
"2002-12-24","43.42","14.46","11.46","16.75","12.63","1.28","145"
"2002-12-17","42.27","15.15","11.81","16.87","12.63","1.28","146"
"2002-12-10","38.62","17.60","13.01","17.11","12.40","1.26","151"
"2002-12-03","41.04","16.91","15.45","13.35","12.16","1.09","142"
"2002-11-26","41.37","17.15","15.25","12.69","12.42","1.11","141"
"2002-11-19","41.05","17.06","15.60","12.70","12.42","1.15","142"
"2002-11-12","40.85","16.28","16.29","13.04","12.42","1.12","143"
"2002-11-05","39.15","12.70","18.00","15.40","13.42","1.33","155"
"2002-10-29","39.02","14.16","17.13","14.57","13.76","1.35","154"
"2002-10-22","35.32","16.23","18.07","14.91","14.13","1.34","160"
"2002-10-15","32.30","17.89","18.56","15.39","14.52","1.34","166"
"2002-10-08","28.77","21.03","17.83","15.51","14.77","2.09","173"
"2002-10-01","29.08","22.33","15.21","15.54","14.71","3.14","174"
"2002-09-24","31.90","15.38","17.02","16.91","15.50","3.29","179"
"2002-09-17","28.58","17.92","16.42","17.17","16.03","3.88","186"
"2002-09-10","28.94","16.43","16.59","17.52","15.52","5.00","189"
"2002-09-03","32.08","17.97","13.82","14.70","15.20","6.23","182"
"2002-08-27","36.67","14.01","14.03","11.78","16.09","7.41","179"
"2002-08-20","35.10","15.85","13.94","11.40","15.86","7.85","181"
"2002-08-13","31.46","18.04","15.15","11.93","15.97","7.45","185"
"2002-08-06","31.50","18.40","14.31","12.56","16.24","6.98","185"
"2002-07-30","28.67","20.87","15.80","12.15","16.39","6.11","185"
"2002-07-23","28.15","20.37","15.57","13.35","16.56","5.99","188"
"2002-07-16","34.32","17.14","14.50","12.72","15.80","5.52","175"
"2002-07-09","36.16","16.05","14.65","12.63","15.00","5.51","171"
"2002-07-02","36.88","14.97","13.49","13.74","15.63","5.29","172"
"2002-06-25","37.74","14.44","14.35","13.56","16.41","3.50","167"
"2002-06-18","38.87","14.17","15.17","13.86","15.45","2.48","160"
"2002-06-11","37.84","16.95","14.85","13.67","14.61","2.07","156"
"2002-06-04","37.21","18.24","14.55","13.16","14.15","2.70","157"
"2002-05-28","37.91","17.56","13.61","13.30","14.89","2.73","158"
"2002-05-21","40.44","15.22","13.94","13.53","16.26","0.61","152"
"2002-05-14","38.56","14.67","15.42","14.91","15.79","0.65","157"
"2002-05-07","36.39","19.64","12.28","20.28","10.79","0.61","151"
"2002-04-30","38.73","18.37","11.91","19.04","11.67","0.28","147"
"2002-04-23","38.53","18.30","13.35","20.44","9.37","0.00","144"
"2002-04-16","39.50","17.29","15.78","20.68","6.75","0.00","138"
"2002-04-09","37.01","20.40","16.82","20.16","5.60","0.00","137"
"2002-04-02","35.89","22.90","16.77","19.21","5.23","0.00","135"
"2002-03-26","34.39","24.13","18.11","16.94","6.43","0.00","137"
"2002-03-19","34.52","24.70","20.70","13.47","6.62","0.00","133"
"2002-03-12","32.84","23.23","22.38","14.79","6.77","0.00","139"
"2002-03-05","36.40","27.07","18.37","12.51","5.66","0.00","124"
"2002-02-26","36.12","27.66","18.12","12.34","5.76","0.00","124"
"2002-02-19","39.32","25.27","18.63","11.13","5.64","0.00","118"
"2002-02-12","41.34","24.85","17.23","11.31","5.27","0.00","114"
"2002-02-05","42.35","25.56","15.58","11.00","5.51","0.00","112"
"2002-01-29","42.72","24.91","15.68","11.40","5.30","0.00","112"
"2002-01-22","43.57","23.46","15.20","12.12","5.64","0.00","113"
"2002-01-15","43.72","22.62","15.39","12.50","5.76","0.00","114"
"2002-01-08","45.55","19.74","14.44","13.96","6.31","0.00","116"
"2002-01-01","46.54","16.82","13.93","13.96","8.75","0.00","122"
"2001-12-25","46.66","16.98","13.76","14.48","8.12","0.00","120"
"2001-12-18","46.77","16.28","13.93","14.38","8.65","0.00","122"
"2001-12-11","45.65","17.24","15.21","13.21","8.69","0.00","122"
"2001-12-04","44.08","17.25","14.98","14.26","9.42","0.00","128"
"2001-11-27","43.63","18.42","14.06","12.97","10.93","0.00","129"
"2001-11-20","39.00","21.83","14.59","13.51","11.07","0.00","136"
"2001-11-13","38.78","22.08","16.00","11.72","11.41","0.00","135"
"2001-11-06","42.08","20.67","14.95","10.89","11.41","0.00","129"
"2001-10-30","44.62","19.69","14.80","10.92","9.96","0.00","122"
"2001-10-23","48.06","20.53","11.71","9.70","10.01","0.00","113"
"2001-10-16","53.80","17.55","9.50","9.14","10.01","0.00","104"
"2001-10-09","52.59","18.25","10.22","8.94","10.01","0.00","106"
"2001-10-02","55.87","15.89","9.29","9.30","9.64","0.00","101"
"2001-09-25","56.30","15.29","8.63","10.39","9.39","0.00","101"
"2001-09-18","51.64","18.75","9.68","10.55","9.37","0.00","107"
"2001-09-11","49.19","20.76","10.13","10.55","9.37","0.00","110"
"2001-09-04","49.76","21.69","9.63","10.02","8.89","0.00","107"
"2001-08-28","52.54","17.04","10.47","11.43","8.52","0.00","106"
"2001-08-21","54.08","14.95","11.78","12.01","7.18","0.00","103"
"2001-08-14","51.19","17.93","12.30","13.58","5.00","0.00","103"
"2001-08-07","48.63","20.34","12.58","13.22","5.23","0.00","106"
"2001-07-31","47.31","21.72","13.21","12.52","5.23","0.00","107"
"2001-07-24","47.18","25.19","10.63","13.48","3.53","0.00","101"
"2001-07-17","51.02","22.78","8.50","14.14","3.56","0.00","96"
"2001-07-10","57.32","16.87","9.03","12.98","3.79","0.00","89"
"2001-07-03","52.98","20.09","9.14","13.79","4.01","0.00","96"
"2001-06-26","54.68","19.22","9.73","14.38","1.99","0.00","90"
"2001-06-19","57.18","18.33","10.01","12.57","1.92","0.00","84"
"2001-06-12","62.26","12.33","12.72","10.66","1.93","0.10","78"
"2001-06-05","60.31","12.71","13.90","10.74","1.94","0.40","82"
"2001-05-29","55.13","14.73","16.60","11.09","1.96","0.49","91"
"2001-05-22","53.76","14.34","18.58","10.76","2.07","0.49","95"
"2001-05-15","51.45","16.68","16.58","12.50","2.33","0.46","99"
"2001-05-08","52.51","18.97","15.34","11.20","1.71","0.27","91"
"2001-05-01","63.07","11.99","14.51","8.90","1.26","0.27","74"
"2001-04-24","64.79","13.09","11.82","8.77","1.26","0.27","69"
"2001-04-17","64.95","13.71","11.16","8.65","1.26","0.27","68"
"2001-04-10","64.48","14.31","11.08","8.70","1.22","0.21","68"
"2001-04-03","61.84","17.58","10.45","8.70","1.24","0.18","70"
"2001-03-27","62.42","16.41","11.26","8.45","0.82","0.64","71"
"2001-03-20","65.95","12.54","11.60","8.40","0.82","0.68","68"
"2001-03-13","66.03","12.95","11.63","7.80","0.88","0.71","67"
"2001-03-06","66.74","12.02","15.78","3.81","0.94","0.71","62"
"2001-02-27","65.22","13.14","16.01","3.91","1.00","0.73","65"
"2001-02-20","65.55","12.76","16.06","3.91","1.08","0.64","64"
"2001-02-13","62.79","15.02","16.59","3.98","1.00","0.61","67"
"2001-02-06","61.43","26.59","6.60","4.36","0.69","0.34","57"
"2001-01-30","61.15","27.14","6.71","4.11","0.54","0.35","57"
"2001-01-23","56.57","30.59","7.14","4.74","0.62","0.35","63"
"2001-01-16","69.98","15.72","8.17","4.59","1.21","0.33","52"
"2001-01-09","68.35","17.34","7.77","5.10","1.09","0.33","54"
"2001-01-02","70.82","15.24","7.78","5.20","0.63","0.33","51"
"2000-12-26","72.25","13.34","6.89","6.56","0.60","0.36","51"
"2000-12-19","70.65","14.01","7.81","6.64","0.58","0.30","53"
"2000-12-12","66.85","16.10","7.77","8.20","0.85","0.25","61"
"2000-12-05","66.14","17.11","7.69","8.24","0.68","0.14","61"
"2000-11-28","64.43","19.36","7.17","8.33","0.71","0.00","62"
"2000-11-21","64.23","18.08","6.98","8.06","2.64","0.00","67"
"2000-11-14","63.11","18.00","6.96","6.10","5.11","0.72","74"
"2000-11-07","54.68","25.40","7.48","4.95","6.50","0.99","86"
"2000-10-31","40.25","25.05","17.73","7.87","6.46","2.63","123"
"2000-10-24","35.77","24.99","22.03","9.53","6.00","1.69","130"
"2000-10-17","40.20","18.83","18.76","15.12","6.04","1.05","131"
"2000-10-10","40.51","18.46","16.73","18.42","5.41","0.46","131"
"2000-10-03","39.53","19.48","14.82","19.18","6.25","0.74","135"
"2000-09-26","42.19","19.53","14.33","17.05","6.16","0.74","128"
"2000-09-19","41.62","18.57","13.66","17.78","6.74","1.64","134"
"2000-09-12","43.73","17.76","14.33","15.30","7.17","1.71","130"
"2000-09-05","42.77","22.58","15.34","11.25","5.45","2.61","122"
"2000-08-29","43.72","24.08","16.46","8.89","4.38","2.47","114"
"2000-08-22","49.90","20.97","15.24","8.50","2.99","2.39","101"
"2000-08-15","48.37","24.12","14.50","8.62","2.40","1.98","98"
"2000-08-08","48.87","26.63","13.74","6.29","2.33","2.14","93"
"2000-08-01","50.33","25.55","13.75","5.45","2.51","2.41","91"
"2000-07-25","50.13","27.01","13.54","4.13","2.60","2.59","90"
"2000-07-18","50.54","27.08","13.61","3.34","3.31","2.12","88"
"2000-07-11","56.43","23.26","12.20","3.46","3.00","1.65","78"
"2000-07-04","57.50","24.74","9.61","3.87","3.02","1.26","74"
"2000-06-27","55.16","21.12","11.24","7.99","2.82","1.66","87"
"2000-06-20","57.44","19.82","8.65","7.40","5.04","1.64","88"
"2000-06-13","55.96","20.60","9.31","6.83","5.76","1.54","90"
"2000-06-06","62.66","15.99","8.59","7.36","5.11","0.30","77"
"2000-05-30","62.06","13.77","10.48","8.61","4.82","0.26","81"
"2000-05-23","57.84","18.39","9.65","10.54","3.58","0.00","84"
"2000-05-16","52.57","19.09","12.80","12.55","2.99","0.00","94"
"2000-05-09","55.75","19.56","11.86","11.18","1.66","0.00","83"
"2000-05-02","55.43","18.88","12.46","11.56","1.66","0.00","85"
"2000-04-25","56.15","19.57","11.22","11.58","1.48","0.00","83"
"2000-04-18","53.06","20.34","12.00","14.60","0.00","0.00","88"
"2000-04-11","54.87","18.71","12.75","13.68","0.00","0.00","85"
"2000-04-04","51.49","22.90","11.15","14.46","0.00","0.00","89"
"2000-03-28","54.69","18.77","14.06","12.47","0.00","0.00","84"
"2000-03-21","52.02","18.17","14.18","15.63","0.00","0.00","93"
"2000-03-14","51.59","17.86","14.47","16.07","0.00","0.00","95"
"2000-03-07","45.92","21.91","17.10","15.08","0.00","0.00","101"
"2000-02-29","45.46","21.98","18.49","14.07","0.00","0.00","101"
"2000-02-22","43.35","25.94","19.77","10.95","0.00","0.00","98"
"2000-02-15","36.85","31.20","21.02","10.93","0.00","0.00","106"
"2000-02-08","36.07","34.54","18.36","11.03","0.00","0.00","104"
"2000-02-01","34.99","36.04","18.75","10.22","0.00","0.00","104"
"2000-01-25","30.74","43.78","15.37","10.11","0.00","0.00","105"
"2000-01-18","32.20","41.89","15.52","10.38","0.00","0.00","104"
"2000-01-11","38.20","36.87","15.03","9.90","0.00","0.00","97"
"2000-01-04","49.00","27.65","13.90","9.45","0.00","0.00","84"